board,boardSlug,qualification,qualificationSlug,subject,subjectSlug,specCode,specStatus,specApplicability,officialSource1,officialSource2,verificationDate,summaryStatus,topicMapStatus,assessmentStatus,assessmentRecordCount,assessmentCompleteness,assessmentModel,assessmentComponentCount,assessmentSourceUrl,assessmentVerifiedOn,assessmentLifecycleStatus,studyGuideCount,revisionNoteCount,pastPaperCount,practiceQuestionCount,examPrepCount,subjectGuideCount,learningArticleCount,quizCount,flashcardCount,videoCount,diagnosticCount,totalResourceCount,namedAuthor,namedReviewer,lastReview,teachingStatus,enrolmentStatus,indexable,totalQualifyingWordCount,tier,priorityScore,evidence,risks,nextAction
Pearson Edexcel,edexcel,IGCSE,igcse,English Literature,english-literature,4ET1,verified,2016-ongoing,https://qualifications.pearson.com/en/qualifications/edexcel-international-gcses-and-edexcel-certificates/international-gcse-english-literature-2016.html,https://qualifications.pearson.com/content/dam/pdf/International%20GCSE/English%20Literature/2016/Specification%20and%20sample%20assessments/international-gcse-english-literature-specification.pdf,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-26,teaching,enquire,true,1346,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
Pearson Edexcel,edexcel,A Level,a-level,English Literature,english-literature,YET01,verified,2015-ongoing,https://qualifications.pearson.com/en/qualifications/edexcel-international-advanced-levels/english-literature-2015.html,https://qualifications.pearson.com/content/dam/pdf/International%20Advanced%20Level/english-literature/2015/specification-and-sample-assessments/9781446954058-ial-englit-iss6-9-spec-240521pm.pdf,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-26,teaching,enquire,true,1206,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
AQA,aqa,GCSE,gcse,English Literature,english-literature,8702,verified,2015-ongoing,https://www.aqa.org.uk/subjects/english/gcse/english-8702/specification,https://www.aqa.org.uk/subjects/english/gcse/english-8702/specification/specification-at-a-glance,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-26,teaching,enquire,true,1262,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
AQA,aqa,A Level,a-level,English Literature,english-literature,7712 / 7717,verified,2025-ongoing,https://www.aqa.org.uk/subjects/english/a-level/english-7717/specification,https://www.aqa.org.uk/subjects/english/a-level/english-7717/specification/specification-at-a-glance,2026-08-19,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-26,teaching,enquire,true,1268,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
Cambridge,cambridge,IGCSE,igcse,Global Perspectives,global-perspectives,0457,verified,2025-2027,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-global-perspectives-0457/,https://www.cambridgeinternational.org/Images/662457-2025-2027-syllabus.pdf,2026-08-21,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2397,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
Cambridge,cambridge,A Level,a-level,Global Perspectives,global-perspectives,9239,verified,2026-2028,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-international-as-and-a-level-global-perspectives-and-research-9239/,https://www.cambridgeinternational.org/Images/697359-2026-2028-syllabus.pdf,2026-08-21,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-26,teaching,enquire,true,1948,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
Cambridge,cambridge,IGCSE,igcse,Environmental Management,environmental-management,0680,verified,2027-2029,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-environmental-management-0680/,https://www.cambridgeinternational.org/Images/718156-2027-2029-syllabus.pdf,2026-08-21,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2282,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
Cambridge,cambridge,O Level,o-level,Environmental Management,environmental-management,5014,verified,2025-2026,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-o-level-environmental-management-5014/,https://www.cambridgeinternational.org/Images/664483-2025-2026-syllabus.pdf,2026-08-21,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2474,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
Cambridge,cambridge,IGCSE,igcse,Statistics,statistics,0479,verified,2027-2027,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-statistics-0479/,https://www.cambridgeinternational.org/Images/718153-2027-syllabus.pdf,2026-08-21,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2134,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
Cambridge,cambridge,IGCSE,igcse,Commerce,commerce,0715,verified,2028-2028,https://www.cambridgeinternational.org/programmes-and-qualifications/cambridge-igcse-commerce-0715/,https://www.cambridgeinternational.org/Images/745979-2028-syllabus.pdf,2026-08-21,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2428,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OCR,ocr,GCSE,gcse,Chemistry,chemistry,J248,verified,NO_DATA,https://www.ocr.org.uk/qualifications/gcse/chemistry-a-gateway-science-j248-from-2016/,NO_DATA,2026-08-18,published,being-verified,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2627,NO_DATA,NO_DATA,board,no-topic-map;evidence-is-blanket-authorization-not-subject-specific-confirmation,Build a verified topic map from the official specification.
OCR,ocr,GCSE,gcse,Physics,physics,J249,verified,2016-ongoing,https://www.ocr.org.uk/qualifications/gcse/physics-a-gateway-science-j249-from-2016/,https://www.ocr.org.uk/Images/234600-specification-accredited-gcse-gateway-science-suite-physics-a-j249.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2193,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OCR,ocr,GCSE,gcse,Biology,biology,J247,verified,2016-ongoing,https://www.ocr.org.uk/qualifications/gcse/biology-a-gateway-science-j247-from-2016/,https://www.ocr.org.uk/qualifications/gcse/gateway-science-suite-biology-a-j247-from-2016/specification-at-a-glance/,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2289,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OCR,ocr,GCSE,gcse,Mathematics,mathematics,J560,verified,2015-ongoing,https://www.ocr.org.uk/qualifications/gcse/mathematics-j560-from-2015/,https://www.ocr.org.uk/qualifications/gcse/mathematics-j560-from-2015/specification-at-a-glance/,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2108,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OCR,ocr,GCSE,gcse,Business,business,J204,verified,2017-ongoing,https://www.ocr.org.uk/qualifications/gcse/business-j204-from-2017/,https://www.ocr.org.uk/qualifications/gcse/business-j204-from-2017/specification-at-a-glance/,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2387,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OCR,ocr,GCSE,gcse,Economics,economics,J205,verified,2017-ongoing,https://www.ocr.org.uk/qualifications/gcse/economics-j205-from-2017/,https://www.ocr.org.uk/qualifications/gcse/economics-j205-from-2017/specification-at-a-glance/,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2196,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OCR,ocr,A Level,a-level,Chemistry,chemistry,H432,verified,NO_DATA,https://www.ocr.org.uk/qualifications/as-and-a-level/chemistry-a-h032-h432-from-2015/,NO_DATA,2026-08-18,published,being-verified,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2648,NO_DATA,NO_DATA,board,no-topic-map;evidence-is-blanket-authorization-not-subject-specific-confirmation,Build a verified topic map from the official specification.
OCR,ocr,A Level,a-level,Physics,physics,H556,verified,2015-ongoing,https://www.ocr.org.uk/qualifications/as-and-a-level/physics-a-h156-h556-from-2015/,https://www.ocr.org.uk/Images/171726-specification-accredited-a-level-gce-physics-a-h556.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2274,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OCR,ocr,A Level,a-level,Biology,biology,H420,verified,2023-ongoing,https://www.ocr.org.uk/qualifications/as-and-a-level/biology-a-h020-h420-from-2015/,https://www.ocr.org.uk/Images/687834-download-a-level-specification.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2453,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OCR,ocr,A Level,a-level,Mathematics,mathematics,H240,verified,2017-ongoing,https://www.ocr.org.uk/qualifications/as-and-a-level/mathematics-a-h230-h240-from-2017/,https://www.ocr.org.uk/qualifications/as-and-a-level/mathematics-a-h230-h240-from-2017/specification-at-a-glance/,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2393,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OCR,ocr,A Level,a-level,Economics,economics,H460,verified,2019-ongoing,https://www.ocr.org.uk/qualifications/as-and-a-level/economics-h060-h460-from-2019/,https://www.ocr.org.uk/qualifications/as-and-a-level/economics-h060-h460-from-2019/specification-at-a-glance/,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2619,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,Accounting,accounting,9215,verified,2024-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-accounting/,NO_DATA,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2399,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,Business,business,9225,verified,2020-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-business/,NO_DATA,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2504,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,Computer Science,computer-science,9210,verified,2022-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-computer-science/,NO_DATA,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2230,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,Economics,economics,9214,verified,2023-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-economics/,NO_DATA,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2524,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,Mathematics,mathematics,9260,verified,2016-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-mathematics/,https://www.oxfordaqa.com/wp-content/uploads/2022/06/oxfordaqa-gcse-mathematics-specification.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-26,teaching,enquire,true,1806,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,Biology,biology,9201,verified,2016-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-biology/,https://www.oxfordaqa.com/oaqaresources/specifications/oxfordaqa-international-gcse-biology-specification.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2460,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,Chemistry,chemistry,9202,verified,NO_DATA,https://www.oxfordaqa.com/qualifications/international-gcse-chemistry/,NO_DATA,2026-08-18,published,being-verified,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2213,NO_DATA,NO_DATA,board,no-topic-map;evidence-is-blanket-authorization-not-subject-specific-confirmation,Build a verified topic map from the official specification.
OxfordAQA,oxfordaqa,IGCSE,igcse,Physics,physics,9203,verified,2018-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-physics/,https://www.oxfordaqa.com/wp-content/uploads/2022/08/oxfordaqa-international-gcse-physics-specification.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2174,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,English Language,english-language,9270,verified,2018-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-english-language/,http://www.oxfordaqa.com/oaqaresources/specifications/oxfordaqa-international-gcse-english-language-specification.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2411,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,English Literature,english-literature,9275,verified,2018-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-english-literature/,http://www.oxfordaqa.com/oaqaresources/specifications/oxfordaqa-international-gcse-english-literature-specification.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-26,teaching,enquire,true,1156,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,Geography,geography,9230,verified,2018-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-geography/,https://www.oxfordaqa.com/oaqaresources/specifications/oxfordaqa-international-gcse-geography-specification.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2664,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,World History,world-history,9245,verified,2026-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-history/,https://www.oxfordaqa.com/wp-content/uploads/2025/08/oxfordaqa-international-gcse-history-specification.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2811,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,Islamiyat,islamiyat,9237,verified,2026-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-islamiat/,https://www.oxfordaqa.com/wp-content/uploads/2024/04/G02558f-OxfordAQA-GCSE-Islamiat-spec-v1.1-WEB.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2445,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,Psychology,psychology,9218,verified,2023-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-psychology/,https://www.oxfordaqa.com/wp-content/uploads/2023/10/oxfordaqa-gcse-psychology-specification.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2440,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,Sociology,sociology,9292,verified,2026-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-sociology/,https://www.oxfordaqa.com/wp-content/uploads/2025/08/oxfordaqa-international-gcse-sociology-specification.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2653,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,IGCSE,igcse,Urdu Language,urdu-language,9264,verified,2026-ongoing,https://www.oxfordaqa.com/qualifications/international-gcse-urdu/,https://www.oxfordaqa.com/wp-content/uploads/2024/03/oxfordaqa-intenational-gcse-urdu-specification.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2188,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,A Level,a-level,Accounting,accounting,9615,verified,2024-ongoing,https://www.oxfordaqa.com/qualifications/international-as-a-level-accounting/,NO_DATA,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2594,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,A Level,a-level,Business,business,9625 / 9725,verified,2018-2027,https://www.oxfordaqa.com/qualifications/international-as-a-level-business-revised/,https://www.oxfordaqa.com/qualifications/international-as-a-level-business/,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2521,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,A Level,a-level,Computer Science,computer-science,9645,verified,2024-ongoing,https://www.oxfordaqa.com/qualifications/international-as-a-level-computer-science/,NO_DATA,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2598,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,A Level,a-level,Economics,economics,9640,verified,2020-ongoing,https://www.oxfordaqa.com/qualifications/international-as-a-level-economics/,NO_DATA,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,3504,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
OxfordAQA,oxfordaqa,A Level,a-level,Mathematics,mathematics,9660,verified,2017-ongoing,https://www.oxfordaqa.com/qualifications/international-as-a-level-mathematics/,https://www.oxfordaqa.com/wp-content/uploads/2023/10/oxfordaqa-a-level-mathematics-specification.pdf,2026-08-18,published,published,not-modeled,0,NO_ASSESSMENT_RECORD,NO_DATA,0,NO_DATA,NO_DATA,NO_DATA,1,1,0,1,0,0,0,0,0,0,0,3,Marlbridge Academic Team (organisation byline — see v1.2 WS7),NO_DATA,2026-08-22,teaching,enquire,true,2197,NO_DATA,NO_DATA,board,evidence-is-blanket-authorization-not-subject-specific-confirmation,None — combination is resourced and sourced.
